# im ir ii xm ym wm hm lm rm
749 14 9 0.335614 -1.108770 56.100000 86.427167 25.145660 1158.450000
750 14 9 1.128029 -0.263735 56.100000 86.427167 25.145660 1158.450000
751 14 10 0.717061 0.909852 56.100000 86.427167 25.145660 1158.450000
752 14 10 -0.429425 1.075919 56.100000 86.427167 25.145660 1158.450000
753 14 10 -1.146485 0.166067 56.100000 86.427167 25.145660 1158.450000
754 14 10 -0.717061 -0.909852 56.100000 86.427167 25.145660 1158.450000
755 14 10 0.429425 -1.075919 56.100000 86.427167 25.145660 1158.450000
756 14 10 1.146485 -0.166067 56.100000 86.427167 25.145660 1158.450000
757 14 11 0.636426 0.967971 56.100000 86.427167 25.145660 1158.450000
758 14 11 -0.520074 1.035147 56.100000 86.427167 25.145660 1158.450000
759 14 11 -1.156501 0.067176 56.100000 86.427167 25.145660 1158.450000
760 14 11 -0.636426 -0.967971 56.100000 86.427167 25.145660 1158.450000
761 14 11 0.520074 -1.035147 56.100000 86.427167 25.145660 1158.450000
762 14 11 1.156501 -0.067176 56.100000 86.427167 25.145660 1158.450000
763 15 0 1.219489 0.050876 56.100000 83.781305 23.874375 1220.550000
764 15 0 0.565685 1.081547 56.100000 83.781305 23.874375 1220.550000
765 15 0 -0.653804 1.030671 56.100000 83.781305 23.874375 1220.550000
766 15 0 -1.219489 -0.050876 56.100000 83.781305 23.874375 1220.550000
767 15 0 -0.565685 -1.081547 56.100000 83.781305 23.874375 1220.550000
768 15 0 0.653804 -1.030671 56.100000 83.781305 23.874375 1220.550000
769 15 1 1.211628 0.147312 56.100000 83.781305 23.874375 1220.550000
770 15 1 0.478238 1.122956 56.100000 83.781305 23.874375 1220.550000
771 15 1 -0.733390 0.975644 56.100000 83.781305 23.874375 1220.550000
772 15 1 -1.211628 -0.147312 56.100000 83.781305 23.874375 1220.550000
773 15 1 -0.478238 -1.122956 56.100000 83.781305 23.874375 1220.550000
774 15 1 0.733390 -0.975644 56.100000 83.781305 23.874375 1220.550000
775 15 2 1.196152 0.242822 56.100000 83.781305 23.874375 1220.550000
776 15 2 0.387786 1.157309 56.100000 83.781305 23.874375 1220.550000
777 15 2 -0.808366 0.914487 56.100000 83.781305 23.874375 1220.550000
778 15 2 -1.196152 -0.242822 56.100000 83.781305 23.874375 1220.550000
779 15 2 -0.387786 -1.157309 56.100000 83.781305 23.874375 1220.550000
780 15 2 0.808366 -0.914487 56.100000 83.781305 23.874375 1220.550000
781 15 3 1.173160 0.336807 56.100000 83.781305 23.874375 1220.550000
782 15 3 0.294897 1.184389 56.100000 83.781305 23.874375 1220.550000
783 15 3 -0.878263 0.847583 56.100000 83.781305 23.874375 1220.550000
784 15 3 -1.173160 -0.336807 56.100000 83.781305 23.874375 1220.550000
785 15 3 -0.294897 -1.184389 56.100000 83.781305 23.874375 1220.550000
786 15 3 0.878263 -0.847583 56.100000 83.781305 23.874375 1220.550000
787 15 4 1.142795 0.428675 56.100000 83.781305 23.874375 1220.550000
788 15 4 0.200154 1.204027 56.100000 83.781305 23.874375 1220.550000
789 15 4 -0.942641 0.775352 56.100000 83.781305 23.874375 1220.550000
790 15 4 -1.142795 -0.428675 56.100000 83.781305 23.874375 1220.550000
791 15 4 -0.200154 -1.204027 56.100000 83.781305 23.874375 1220.550000
792 15 4 0.942641 -0.775352 56.100000 83.781305 23.874375 1220.550000
793 15 5 1.105249 0.517849 56.100000 83.781305 23.874375 1220.550000
794 15 5 0.104154 1.216098 56.100000 83.781305 23.874375 1220.550000
795 15 5 -1.001094 0.698249 56.100000 83.781305 23.874375 1220.550000
796 15 5 -1.105249 -0.517849 56.100000 83.781305 23.874375 1220.550000
797 15 5 -0.104154 -1.216098 56.100000 83.781305 23.874375 1220.550000
798 15 5 1.001094 -0.698249 56.100000 83.781305 23.874375 1220.550000
799 15 6 1.060757 0.603768 56.100000 83.781305 23.874375 1220.550000
800 15 6 0.007500 1.220527 56.100000 83.781305 23.874375 1220.550000
801 15 6 -1.053257 0.616759 56.100000 83.781305 23.874375 1220.550000
802 15 6 -1.060757 -0.603768 56.100000 83.781305 23.874375 1220.550000
803 15 6 -0.007500 -1.220527 56.100000 83.781305 23.874375 1220.550000
804 15 6 1.053257 -0.616759 56.100000 83.781305 23.874375 1220.550000
805 15 7 1.009600 0.685894 56.100000 83.781305 23.874375 1220.550000
806 15 7 -0.089202 1.217286 56.100000 83.781305 23.874375 1220.550000
807 15 7 -1.098802 0.531392 56.100000 83.781305 23.874375 1220.550000
808 15 7 -1.009600 -0.685894 56.100000 83.781305 23.874375 1220.550000
809 15 7 0.089202 -1.217286 56.100000 83.781305 23.874375 1220.550000
810 15 7 1.098802 -0.531392 56.100000 83.781305 23.874375 1220.550000
811 15 8 0.952098 0.763709 56.100000 83.781305 23.874375 1220.550000
812 15 8 -0.185343 1.206396 56.100000 83.781305 23.874375 1220.550000
813 15 8 -1.137441 0.442686 56.100000 83.781305 23.874375 1220.550000
814 15 8 -0.952098 -0.763709 56.100000 83.781305 23.874375 1220.550000
815 15 8 0.185343 -1.206396 56.100000 83.781305 23.874375 1220.550000
816 15 8 1.137441 -0.442686 56.100000 83.781305 23.874375 1220.550000
817 15 9 0.888613 0.836726 56.100000 83.781305 23.874375 1220.550000
818 15 9 -0.280319 1.187924 56.100000 83.781305 23.874375 1220.550000
819 15 9 -1.168932 0.351198 56.100000 83.781305 23.874375 1220.550000
820 15 9 -0.888613 -0.836726 56.100000 83.781305 23.874375 1220.550000
821 15 9 0.280319 -1.187924 56.100000 83.781305 23.874375 1220.550000
822 15 9 1.168932 -0.351198 56.100000 83.781305 23.874375 1220.550000
823 15 10 0.819544 0.904484 56.100000 83.781305 23.874375 1220.550000
824 15 10 -0.373534 1.161987 56.100000 83.781305 23.874375 1220.550000
825 15 10 -1.193078 0.257504 56.100000 83.781305 23.874375 1220.550000
826 15 10 -0.819544 -0.904484 56.100000 83.781305 23.874375 1220.550000
827 15 10 0.373534 -1.161987 56.100000 83.781305 23.874375 1220.550000
828 15 10 1.193078 -0.257504 56.100000 83.781305 23.874375 1220.550000
829 15 11 0.745324 0.966558 56.100000 83.781305 23.874375 1220.550000
830 15 11 -0.464402 1.128749 56.100000 83.781305 23.874375 1220.550000
831 15 11 -1.209726 0.162191 56.100000 83.781305 23.874375 1220.550000
832 15 11 -0.745324 -0.966558 56.100000 83.781305 23.874375 1220.550000
833 15 11 0.464402 -1.128749 56.100000 83.781305 23.874375 1220.550000
834 15 11 1.209726 -0.162191 56.100000 83.781305 23.874375 1220.550000
835 15 12 0.666421 1.022558 56.100000 83.781305 23.874375 1220.550000
836 15 12 -0.552351 1.088417 56.100000 83.781305 23.874375 1220.550000
837 15 12 -1.218772 0.065859 56.100000 83.781305 23.874375 1220.550000
838 15 12 -0.666421 -1.022558 56.100000 83.781305 23.874375 1220.550000
839 15 12 0.552351 -1.088417 56.100000 83.781305 23.874375 1220.550000
840 15 12 1.218772 -0.065859 56.100000 83.781305 23.874375 1220.550000
841 16 0 1.281685 0.049744 56.100000 81.513424 22.726588 1282.650000
842 16 0 0.597763 1.134844 56.100000 81.513424 22.726588 1282.650000
843 16 0 -0.683922 1.085100 56.100000 81.513424 22.726588 1282.650000
844 16 0 -1.281685 -0.049744 56.100000 81.513424 22.726588 1282.650000
845 16 0 -0.597763 -1.134844 56.100000 81.513424 22.726588 1282.650000
846 16 0 0.683922 -1.085100 56.100000 81.513424 22.726588 1282.650000
847 16 1 1.274545 0.143966 56.100000 81.513424 22.726588 1282.650000
848 16 1 0.512594 1.175771 56.100000 81.513424 22.726588 1282.650000
849 16 1 -0.761951 1.031805 56.100000 81.513424 22.726588 1282.650000
850 16 1 -1.274545 -0.143966 56.100000 81.513424 22.726588 1282.650000
851 16 1 -0.512594 -1.175771 56.100000 81.513424 22.726588 1282.650000
852 16 1 0.761951 -1.031805 56.100000 81.513424 22.726588 1282.650000
853 16 2 1.260488 0.237407 56.100000 81.513424 22.726588 1282.650000
854 16 2 0.424644 1.210318 56.100000 81.513424 22.726588 1282.650000
855 16 2 -0.835844 0.972911 56.100000 81.513424 22.726588 1282.650000
856 16 2 -1.260488 -0.237407 56.100000 81.513424 22.726588 1282.650000
857 16 2 -0.424644 -1.210318 56.100000 81.513424 22.726588 1282.650000
858 16 2 0.835844 -0.972911 56.100000 81.513424 22.726588 1282.650000
859 16 3 1.239589 0.329559 56.100000 81.513424 22.726588 1282.650000
860 16 3 0.334388 1.238295 56.100000 81.513424 22.726588 1282.650000
861 16 3 -0.905201 0.908737 56.100000 81.513424 22.726588 1282.650000
862 16 3 -1.239589 -0.329559 56.100000 81.513424 22.726588 1282.650000
863 16 3 -0.334388 -1.238295 56.100000 81.513424 22.726588 1282.650000
864 16 3 0.905201 -0.908737 56.100000 81.513424 22.726588 1282.650000
865 16 4 1.211964 0.419922 56.100000 81.513424 22.726588 1282.650000
866 16 4 0.242318 1.259553 56.100000 81.513424 22.726588 1282.650000
867 16 4 -0.969645 0.839630 56.100000 81.513424 22.726588 1282.650000
868 16 4 -1.211964 -0.419922 56.100000 81.513424 22.726588 1282.650000
869 16 4 -0.242318 -1.259553 56.100000 81.513424 22.726588 1282.650000
870 16 4 0.969645 -0.839630 56.100000 81.513424 22.726588 1282.650000
871 16 5 1.177761 0.508007 56.100000 81.513424 22.726588 1282.650000
872 16 5 0.148933 1.273974 56.100000 81.513424 22.726588 1282.650000
873 16 5 -1.028827 0.765967 56.100000 81.513424 22.726588 1282.650000
874 16 5 -1.177761 -0.508007 56.100000 81.513424 22.726588 1282.650000
875 16 5 -0.148933 -1.273974 56.100000 81.513424 22.726588 1282.650000
876 16 5 1.028827 -0.765967 56.100000 81.513424 22.726588 1282.650000
877 16 6 1.137165 0.593334 56.100000 81.513424 22.726588 1282.650000
878 16 6 0.054740 1.281481 56.100000 81.513424 22.726588 1282.650000
879 16 6 -1.082425 0.688147 56.100000 81.513424 22.726588 1282.650000
880 16 6 -1.137165 -0.593334 56.100000 81.513424 22.726588 1282.650000
881 16 6 -0.054740 -1.281481 56.100000 81.513424 22.726588 1282.650000
882 16 6 1.082425 -0.688147 56.100000 81.513424 22.726588 1282.650000
883 16 7 1.090399 0.675442 56.100000 81.513424 22.726588 1282.650000
884 16 7 -0.039750 1.282034 56.100000 81.513424 22.726588 1282.650000
885 16 7 -1.130149 0.606592 56.100000 81.513424 22.726588 1282.650000
886 16 7 -1.090399 -0.675442 56.100000 81.513424 22.726588 1282.650000
887 16 7 0.039750 -1.282034 56.100000 81.513424 22.726588 1282.650000
888 16 7 1.130149 -0.606592 56.100000 81.513424 22.726588 1282.650000
889 16 8 1.037714 0.753883 56.100000 81.513424 22.726588 1282.650000
890 16 8 -0.134025 1.275629 56.100000 81.513424 22.726588 1282.650000
891 16 8 -1.171739 0.521745 56.100000 81.513424 22.726588 1282.650000
892 16 8 -1.037714 -0.753883 56.100000 81.513424 22.726588 1282.650000
893 16 8 0.134025 -1.275629 56.100000 81.513424 22.726588 1282.650000
894 16 8 1.171739 -0.521745 56.100000 81.513424 22.726588 1282.650000
895 16 9 0.979398 0.828234 56.100000 81.513424 22.726588 1282.650000
896 16 9 -0.227572 1.262300 56.100000 81.513424 22.726588 1282.650000
897 16 9 -1.206970 0.434067 56.100000 81.513424 22.726588 1282.650000
898 16 9 -0.979398 -0.828234 56.100000 81.513424 22.726588 1282.650000
899 16 9 0.227572 -1.262300 56.100000 81.513424 22.726588 1282.650000
900 16 9 1.206970 -0.434067 56.100000 81.513424 22.726588 1282.650000
901 16 10 0.915766 0.898089 56.100000 81.513424 22.726588 1282.650000
902 16 10 -0.319885 1.242121 56.100000 81.513424 22.726588 1282.650000
903 16 10 -1.235651 0.344032 56.100000 81.513424 22.726588 1282.650000
904 16 10 -0.915766 -0.898089 56.100000 81.513424 22.726588 1282.650000
905 16 10 0.319885 -1.242121 56.100000 81.513424 22.726588 1282.650000
906 16 10 1.235651 -0.344032 56.100000 81.513424 22.726588 1282.650000
907 16 11 0.847164 0.963070 56.100000 81.513424 22.726588 1282.650000
908 16 11 -0.410461 1.215201 56.100000 81.513424 22.726588 1282.650000
909 16 11 -1.257625 0.252131 56.100000 81.513424 22.726588 1282.650000
910 16 11 -0.847164 -0.963070 56.100000 81.513424 22.726588 1282.650000
911 16 11 0.410461 -1.215201 56.100000 81.513424 22.726588 1282.650000
912 16 11 1.257625 -0.252131 56.100000 81.513424 22.726588 1282.650000
913 16 12 0.773965 1.022824 56.100000 81.513424 22.726588 1282.650000
914 16 12 -0.498809 1.181685 56.100000 81.513424 22.726588 1282.650000
915 16 12 -1.272774 0.158861 56.100000 81.513424 22.726588 1282.650000
916 16 12 -0.773965 -1.022824 56.100000 81.513424 22.726588 1282.650000
917 16 12 0.498809 -1.181685 56.100000 81.513424 22.726588 1282.650000
918 16 12 1.272774 -0.158861 56.100000 81.513424 22.726588 1282.650000
919 16 13 0.696565 1.077028 56.100000 81.513424 22.726588 1282.650000
920 16 13 -0.584451 1.141757 56.100000 81.513424 22.726588 1282.650000
921 16 13 -1.281016 0.064729 56.100000 81.513424 22.726588 1282.650000
922 16 13 -0.696565 -1.077028 56.100000 81.513424 22.726588 1282.650000
923 16 13 0.584451 -1.141757 56.100000 81.513424 22.726588 1282.650000
924 16 13 1.281016 -0.064729 56.100000 81.513424 22.726588 1282.650000
925 17 0 1.343742 0.052066 56.100000 86.158493 21.685188 1344.750000
926 17 0 0.626780 1.189748 56.100000 86.158493 21.685188 1344.750000
927 17 0 -0.716962 1.137681 56.100000 86.158493 21.685188 1344.750000
928 17 0 -1.343742 -0.052066 56.100000 86.158493 21.685188 1344.750000
929 17 0 -0.626780 -1.189748 56.100000 86.158493 21.685188 1344.750000
930 17 0 0.716962 -1.137681 56.100000 86.158493 21.685188 1344.750000
931 17 1 1.336254 0.150919 56.100000 86.158493 21.685188 1344.750000
932 17 1 0.537427 1.232690 56.100000 86.158493 21.685188 1344.750000
933 17 1 -0.798827 1.081771 56.100000 86.158493 21.685188 1344.750000
934 17 1 -1.336254 -0.150919 56.100000 86.158493 21.685188 1344.750000
935 17 1 -0.537427 -1.232690 56.100000 86.158493 21.685188 1344.750000
936 17 1 0.798827 -1.081771 56.100000 86.158493 21.685188 1344.750000
937 17 2 1.321505 0.248952 56.100000 86.158493 21.685188 1344.750000
938 17 2 0.445154 1.268933 56.100000 86.158493 21.685188 1344.750000
939 17 2 -0.876351 1.019981 56.100000 86.158493 21.685188 1344.750000
940 17 2 -1.321505 -0.248952 56.100000 86.158493 21.685188 1344.750000
941 17 2 -0.445154 -1.268933 56.100000 86.158493 21.685188 1344.750000
942 17 2 0.876351 -1.019981 56.100000 86.158493 21.685188 1344.750000
943 17 3 1.299574 0.345631 56.100000 86.158493 21.685188 1344.750000
944 17 3 0.350461 1.298279 56.100000 86.158493 21.685188 1344.750000
945 17 3 -0.949112 0.952648 56.100000 86.158493 21.685188 1344.750000
946 17 3 -1.299574 -0.345631 56.100000 86.158493 21.685188 1344.750000
947 17 3 -0.350461 -1.298279 56.100000 86.158493 21.685188 1344.750000
948 17 3 0.949112 -0.952648 56.100000 86.158493 21.685188 1344.750000
949 17 4 1.270579 0.440433 56.100000 86.158493 21.685188 1344.750000
950 17 4 0.253864 1.320570 56.100000 86.158493 21.685188 1344.750000
951 17 4 -1.016716 0.880137 56.100000 86.158493 21.685188 1344.750000
952 17 4 -1.270579 -0.440433 56.100000 86.158493 21.685188 1344.750000
953 17 4 -0.253864 -1.320570 56.100000 86.158493 21.685188 1344.750000
954 17 4 1.016716 -0.880137 56.100000 86.158493 21.685188 1344.750000
955 17 5 1.234680 0.532840 56.100000 86.158493 21.685188 1344.750000
956 17 5 0.155886 1.335684 56.100000 86.158493 21.685188 1344.750000
957 17 5 -1.078793 0.802844 56.100000 86.158493 21.685188 1344.750000
958 17 5 -1.234680 -0.532840 56.100000 86.158493 21.685188 1344.750000
959 17 5 -0.155886 -1.335684 56.100000 86.158493 21.685188 1344.750000
960 17 5 1.078793 -0.802844 56.100000 86.158493 21.685188 1344.750000
961 17 6 1.192070 0.622352 56.100000 86.158493 21.685188 1344.750000
962 17 6 0.057062 1.343539 56.100000 86.158493 21.685188 1344.750000
963 17 6 -1.135008 0.721187 56.100000 86.158493 21.685188 1344.750000
964 17 6 -1.192070 -0.622352 56.100000 86.158493 21.685188 1344.750000
965 17 6 -0.057062 -1.343539 56.100000 86.158493 21.685188 1344.750000
966 17 6 1.135008 -0.721187 56.100000 86.158493 21.685188 1344.750000
967 17 7 1.142981 0.708482 56.100000 86.158493 21.685188 1344.750000
968 17 7 -0.042072 1.344092 56.100000 86.158493 21.685188 1344.750000
969 17 7 -1.185054 0.635610 56.100000 86.158493 21.685188 1344.750000
970 17 7 -1.142981 -0.708482 56.100000 86.158493 21.685188 1344.750000
971 17 7 0.042072 -1.344092 56.100000 86.158493 21.685188 1344.750000
972 17 7 1.185054 -0.635610 56.100000 86.158493 21.685188 1344.750000
973 17 8 1.087681 0.790761 56.100000 86.158493 21.685188 1344.750000
974 17 8 -0.140978 1.337340 56.100000 86.158493 21.685188 1344.750000
975 17 8 -1.228659 0.546579 56.100000 86.158493 21.685188 1344.750000
976 17 8 -1.087681 -0.790761 56.100000 86.158493 21.685188 1344.750000
977 17 8 0.140978 -1.337340 56.100000 86.158493 21.685188 1344.750000
978 17 8 1.228659 -0.546579 56.100000 86.158493 21.685188 1344.750000
979 17 9 1.026470 0.868742 56.100000 86.158493 21.685188 1344.750000
980 17 9 -0.239118 1.323320 56.100000 86.158493 21.685188 1344.750000
981 17 9 -1.265587 0.454578 56.100000 86.158493 21.685188 1344.750000
982 17 9 -1.026470 -0.868742 56.100000 86.158493 21.685188 1344.750000
983 17 9 0.239118 -1.323320 56.100000 86.158493 21.685188 1344.750000
984 17 9 1.265587 -0.454578 56.100000 86.158493 21.685188 1344.750000
985 17 10 0.959679 0.942002 56.100000 86.158493 21.685188 1344.750000
986 17 10 -0.335958 1.302108 56.100000 86.158493 21.685188 1344.750000
987 17 10 -1.295637 0.360106 56.100000 86.158493 21.685188 1344.750000
988 17 10 -0.959679 -0.942002 56.100000 86.158493 21.685188 1344.750000
989 17 10 0.335958 -1.302108 56.100000 86.158493 21.685188 1344.750000
990 17 10 1.295637 -0.360106 56.100000 86.158493 21.685188 1344.750000
991 17 11 0.887674 1.010143 56.100000 86.158493 21.685188 1344.750000
992 17 11 -0.430972 1.273819 56.100000 86.158493 21.685188 1344.750000
993 17 11 -1.318646 0.263677 56.100000 86.158493 21.685188 1344.750000
994 17 11 -0.887674 -1.010143 56.100000 86.158493 21.685188 1344.750000
995 17 11 0.430972 -1.273819 56.100000 86.158493 21.685188 1344.750000
996 17 11 1.318646 -0.263677 56.100000 86.158493 21.685188 1344.750000
997 17 12 0.810844 1.072793 56.100000 86.158493 21.685188 1344.750000
998 17 12 -0.523644 1.238608 56.100000 86.158493 21.685188 1344.750000
999 17 12 -1.334488 0.165815 56.100000 86.158493 21.685188 1344.750000
1000 17 12 -0.810844 -1.072793 56.100000 86.158493 21.685188 1344.750000
1001 17 12 0.523644 -1.238608 56.100000 86.158493 21.685188 1344.750000
1002 17 12 1.334488 -0.165815 56.100000 86.158493 21.685188 1344.750000
1003 17 13 0.729607 1.129613 56.100000 86.158493 21.685188 1344.750000
1004 17 13 -0.613470 1.196665 56.100000 86.158493 21.685188 1344.750000
1005 17 13 -1.343077 0.067051 56.100000 86.158493 21.685188 1344.750000
1006 17 13 -0.729607 -1.129613 56.100000 86.158493 21.685188 1344.750000
1007 17 13 0.613470 -1.196665 56.100000 86.158493 21.685188 1344.750000
1008 17 13 1.343077 -0.067051 56.100000 86.158493 21.685188 1344.750000
1009 18 0 1.405928 0.050931 56.100000 83.883325 20.736087 1406.850000
1010 18 0 0.658857 1.243034 56.100000 83.883325 20.736087 1406.850000
1011 18 0 -0.747071 1.192104 56.100000 83.883325 20.736087 1406.850000
1012 18 0 -1.405928 -0.050931 56.100000 83.883325 20.736087 1406.850000
1013 18 0 -0.658857 -1.243034 56.100000 83.883325 20.736087 1406.850000
1014 18 0 0.747071 -1.192104 56.100000 83.883325 20.736087 1406.850000
1015 18 1 1.399091 0.147553 56.100000 83.883325 20.736087 1406.850000
1016 18 1 0.571761 1.285425 56.100000 83.883325 20.736087 1406.850000
1017 18 1 -0.827330 1.137872 56.100000 83.883325 20.736087 1406.850000
1018 18 1 -1.399091 -0.147553 56.100000 83.883325 20.736087 1406.850000
1019 18 1 -0.571761 -1.285425 56.100000 83.883325 20.736087 1406.850000
1020 18 1 0.827330 -1.137872 56.100000 83.883325 20.736087 1406.850000
1021 18 2 1.385621 0.243476 56.100000 83.883325 20.736087 1406.850000
1022 18 2 0.481954 1.321721 56.100000 83.883325 20.736087 1406.850000
1023 18 2 -0.903667 1.078245 56.100000 83.883325 20.736087 1406.850000
1024 18 2 -1.385621 -0.243476 56.100000 83.883325 20.736087 1406.850000
1025 18 2 -0.481954 -1.321721 56.100000 83.883325 20.736087 1406.850000
1026 18 2 0.903667 -1.078245 56.100000 83.883325 20.736087 1406.850000
1027 18 3 1.365583 0.338245 56.100000 83.883325 20.736087 1406.850000
1028 18 3 0.389863 1.351752 56.100000 83.883325 20.736087 1406.850000
1029 18 3 -0.975720 1.013507 56.100000 83.883325 20.736087 1406.850000
1030 18 3 -1.365583 -0.338245 56.100000 83.883325 20.736087 1406.850000
1031 18 3 -0.389863 -1.351752 56.100000 83.883325 20.736087 1406.850000
1032 18 3 0.975720 -1.013507 56.100000 83.883325 20.736087 1406.850000
1033 18 4 1.339071 0.431411 56.100000 83.883325 20.736087 1406.850000
1034 18 4 0.295923 1.375375 56.100000 83.883325 20.736087 1406.850000
1035 18 4 -1.043148 0.943964 56.100000 83.883325 20.736087 1406.850000
1036 18 4 -1.339071 -0.431411 56.100000 83.883325 20.736087 1406.850000
1037 18 4 -0.295923 -1.375375 56.100000 83.883325 20.736087 1406.850000
1038 18 4 1.043148 -0.943964 56.100000 83.883325 20.736087 1406.850000
1039 18 5 1.306212 0.522531 56.100000 83.883325 20.736087 1406.850000
1040 18 5 0.200581 1.392478 56.100000 83.883325 20.736087 1406.850000
1041 18 5 -1.105631 0.869947 56.100000 83.883325 20.736087 1406.850000
1042 18 5 -1.306212 -0.522531 56.100000 83.883325 20.736087 1406.850000
1043 18 5 -0.200581 -1.392478 56.100000 83.883325 20.736087 1406.850000
1044 18 5 1.105631 -0.869947 56.100000 83.883325 20.736087 1406.850000
1045 18 6 1.267160 0.611174 56.100000 83.883325 20.736087 1406.850000
1046 18 6 0.104288 1.402979 56.100000 83.883325 20.736087 1406.850000
1047 18 6 -1.162872 0.791805 56.100000 83.883325 20.736087 1406.850000
1048 18 6 -1.267160 -0.611174 56.100000 83.883325 20.736087 1406.850000
1049 18 6 -0.104288 -1.402979 56.100000 83.883325 20.736087 1406.850000
1050 18 6 1.162872 -0.791805 56.100000 83.883325 20.736087 1406.850000
1051 18 7 1.222101 0.696920 56.100000 83.883325 20.736087 1406.850000
1052 18 7 0.007500 1.406830 56.100000 83.883325 20.736087 1406.850000
1053 18 7 -1.214601 0.709910 56.100000 83.883325 20.736087 1406.850000
1054 18 7 -1.222101 -0.696920 56.100000 83.883325 20.736087 1406.850000
1055 18 7 -0.007500 -1.406830 56.100000 83.883325 20.736087 1406.850000
1056 18 7 1.214601 -0.709910 56.100000 83.883325 20.736087 1406.850000
1057 18 8 1.171248 0.779362 56.100000 83.883325 20.736087 1406.850000
1058 18 8 -0.089323 1.404011 56.100000 83.883325 20.736087 1406.850000
1059 18 8 -1.260571 0.624650 56.100000 83.883325 20.736087 1406.850000
1060 18 8 -1.171248 -0.779362 56.100000 83.883325 20.736087 1406.850000
1061 18 8 0.089323 -1.404011 56.100000 83.883325 20.736087 1406.850000
1062 18 8 1.260571 -0.624650 56.100000 83.883325 20.736087 1406.850000
1063 18 9 1.114843 0.858109 56.100000 83.883325 20.736087 1406.850000
1064 18 9 -0.185723 1.394537 56.100000 83.883325 20.736087 1406.850000
1065 18 9 -1.300566 0.536428 56.100000 83.883325 20.736087 1406.850000
1066 18 9 -1.114843 -0.858109 56.100000 83.883325 20.736087 1406.850000
1067 18 9 0.185723 -1.394537 56.100000 83.883325 20.736087 1406.850000
1068 18 9 1.300566 -0.536428 56.100000 83.883325 20.736087 1406.850000
1069 18 10 1.053153 0.932789 56.100000 83.883325 20.736087 1406.850000
1070 18 10 -0.281242 1.378452 56.100000 83.883325 20.736087 1406.850000
1071 18 10 -1.334396 0.445663 56.100000 83.883325 20.736087 1406.850000
1072 18 10 -1.053153 -0.932789 56.100000 83.883325 20.736087 1406.850000
1073 18 10 0.281242 -1.378452 56.100000 83.883325 20.736087 1406.850000
1074 18 10 1.334396 -0.445663 56.100000 83.883325 20.736087 1406.850000
1075 18 11 0.986471 1.003046 56.100000 83.883325 20.736087 1406.850000
1076 18 11 -0.375428 1.355832 56.100000 83.883325 20.736087 1406.850000
1077 18 11 -1.361899 0.352786 56.100000 83.883325 20.736087 1406.850000
1078 18 11 -0.986471 -1.003046 56.100000 83.883325 20.736087 1406.850000
1079 18 11 0.375428 -1.355832 56.100000 83.883325 20.736087 1406.850000
1080 18 11 1.361899 -0.352786 56.100000 83.883325 20.736087 1406.850000
1081 18 12 0.915112 1.068549 56.100000 83.883325 20.736087 1406.850000
1082 18 12 -0.467835 1.326785 56.100000 83.883325 20.736087 1406.850000
1083 18 12 -1.382947 0.258236 56.100000 83.883325 20.736087 1406.850000
1084 18 12 -0.915112 -1.068549 56.100000 83.883325 20.736087 1406.850000
1085 18 12 0.467835 -1.326785 56.100000 83.883325 20.736087 1406.850000
1086 18 12 1.382947 -0.258236 56.100000 83.883325 20.736087 1406.850000
1087 18 13 0.839415 1.128986 56.100000 83.883325 20.736087 1406.850000
1088 18 13 -0.558023 1.291448 56.100000 83.883325 20.736087 1406.850000
1089 18 13 -1.397438 0.162462 56.100000 83.883325 20.736087 1406.850000
1090 18 13 -0.839415 -1.128986 56.100000 83.883325 20.736087 1406.850000
1091 18 13 0.558023 -1.291448 56.100000 83.883325 20.736087 1406.850000
1092 18 13 1.397438 -0.162462 56.100000 83.883325 20.736087 1406.850000
1093 18 14 0.759739 1.184071 56.100000 83.883325 20.736087 1406.850000
1094 18 14 -0.645566 1.249988 56.100000 83.883325 20.736087 1406.850000
1095 18 14 -1.405305 0.065918 56.100000 83.883325 20.736087 1406.850000
1096 18 14 -0.759739 -1.184071 56.100000 83.883325 20.736087 1406.850000
1097 18 14 0.645566 -1.249988 56.100000 83.883325 20.736087 1406.850000
1098 18 14 1.405305 -0.065918 56.100000 83.883325 20.736087 1406.850000
