# im ir ii xm ym wm hm lm rm
377 8 8 0.337968 -0.709463 56.100000 76.215577 37.006383 785.850000
378 8 8 0.783397 -0.062043 56.100000 76.215577 37.006383 785.850000
379 9 0 0.846434 0.050690 56.100000 83.441240 34.304228 847.950000
380 9 0 0.379318 0.758378 56.100000 83.441240 34.304228 847.950000
381 9 0 -0.467116 0.707688 56.100000 83.441240 34.304228 847.950000
382 9 0 -0.846434 -0.050690 56.100000 83.441240 34.304228 847.950000
383 9 0 -0.379318 -0.758378 56.100000 83.441240 34.304228 847.950000
384 9 0 0.467116 -0.707688 56.100000 83.441240 34.304228 847.950000
385 9 1 0.835212 0.146424 56.100000 83.441240 34.304228 847.950000
386 9 1 0.290799 0.796527 56.100000 83.441240 34.304228 847.950000
387 9 1 -0.544413 0.650103 56.100000 83.441240 34.304228 847.950000
388 9 1 -0.835212 -0.146424 56.100000 83.441240 34.304228 847.950000
389 9 1 -0.290799 -0.796527 56.100000 83.441240 34.304228 847.950000
390 9 1 0.544413 -0.650103 56.100000 83.441240 34.304228 847.950000
391 9 2 0.813198 0.240266 56.100000 83.441240 34.304228 847.950000
392 9 2 0.198523 0.824383 56.100000 83.441240 34.304228 847.950000
393 9 2 -0.614676 0.584117 56.100000 83.441240 34.304228 847.950000
394 9 2 -0.813198 -0.240266 56.100000 83.441240 34.304228 847.950000
395 9 2 -0.198523 -0.824383 56.100000 83.441240 34.304228 847.950000
396 9 2 0.614676 -0.584117 56.100000 83.441240 34.304228 847.950000
397 9 3 0.780677 0.331003 56.100000 83.441240 34.304228 847.950000
398 9 3 0.103681 0.841587 56.100000 83.441240 34.304228 847.950000
399 9 3 -0.676996 0.510584 56.100000 83.441240 34.304228 847.950000
400 9 3 -0.780677 -0.331003 56.100000 83.441240 34.304228 847.950000
401 9 3 -0.103681 -0.841587 56.100000 83.441240 34.304228 847.950000
402 9 3 0.676996 -0.510584 56.100000 83.441240 34.304228 847.950000
403 9 4 0.738067 0.417463 56.100000 83.441240 34.304228 847.950000
404 9 4 0.007500 0.847917 56.100000 83.441240 34.304228 847.950000
405 9 4 -0.730568 0.430454 56.100000 83.441240 34.304228 847.950000
406 9 4 -0.738067 -0.417463 56.100000 83.441240 34.304228 847.950000
407 9 4 -0.007500 -0.847917 56.100000 83.441240 34.304228 847.950000
408 9 4 0.730568 -0.430454 56.100000 83.441240 34.304228 847.950000
409 9 5 0.685921 0.498529 56.100000 83.441240 34.304228 847.950000
410 9 5 -0.088778 0.843290 56.100000 83.441240 34.304228 847.950000
411 9 5 -0.774699 0.344761 56.100000 83.441240 34.304228 847.950000
412 9 5 -0.685921 -0.498529 56.100000 83.441240 34.304228 847.950000
413 9 5 0.088778 -0.843290 56.100000 83.441240 34.304228 847.950000
414 9 5 0.774699 -0.344761 56.100000 83.441240 34.304228 847.950000
415 9 6 0.624912 0.573153 56.100000 83.441240 34.304228 847.950000
416 9 6 -0.183909 0.827766 56.100000 83.441240 34.304228 847.950000
417 9 6 -0.808821 0.254613 56.100000 83.441240 34.304228 847.950000
418 9 6 -0.624912 -0.573153 56.100000 83.441240 34.304228 847.950000
419 9 6 0.183909 -0.827766 56.100000 83.441240 34.304228 847.950000
420 9 6 0.808821 -0.254613 56.100000 83.441240 34.304228 847.950000
421 9 7 0.555827 0.640371 56.100000 83.441240 34.304228 847.950000
422 9 7 -0.276664 0.801546 56.100000 83.441240 34.304228 847.950000
423 9 7 -0.832491 0.161175 56.100000 83.441240 34.304228 847.950000
424 9 7 -0.555827 -0.640371 56.100000 83.441240 34.304228 847.950000
425 9 7 0.276664 -0.801546 56.100000 83.441240 34.304228 847.950000
426 9 7 0.832491 -0.161175 56.100000 83.441240 34.304228 847.950000
427 9 8 0.479561 0.699314 56.100000 83.441240 34.304228 847.950000
428 9 8 -0.365843 0.764969 56.100000 83.441240 34.304228 847.950000
429 9 8 -0.845404 0.065655 56.100000 83.441240 34.304228 847.950000
430 9 8 -0.479561 -0.699314 56.100000 83.441240 34.304228 847.950000
431 9 8 0.365843 -0.764969 56.100000 83.441240 34.304228 847.950000
432 9 8 0.845404 -0.065655 56.100000 83.441240 34.304228 847.950000
433 10 0 0.908723 0.049126 56.100000 80.300213 31.971417 910.050000
434 10 0 0.411817 0.811540 56.100000 80.300213 31.971417 910.050000
435 10 0 -0.496906 0.762414 56.100000 80.300213 31.971417 910.050000
436 10 0 -0.908723 -0.049126 56.100000 80.300213 31.971417 910.050000
437 10 0 -0.411817 -0.811540 56.100000 80.300213 31.971417 910.050000
438 10 0 0.496906 -0.762414 56.100000 80.300213 31.971417 910.050000
439 10 1 0.898924 0.141869 56.100000 80.300213 31.971417 910.050000
440 10 1 0.326599 0.849426 56.100000 80.300213 31.971417 910.050000
441 10 1 -0.572324 0.707556 56.100000 80.300213 31.971417 910.050000
442 10 1 -0.898924 -0.141869 56.100000 80.300213 31.971417 910.050000
443 10 1 -0.326599 -0.849426 56.100000 80.300213 31.971417 910.050000
444 10 1 0.572324 -0.707556 56.100000 80.300213 31.971417 910.050000
445 10 2 0.879685 0.233123 56.100000 80.300213 31.971417 910.050000
446 10 2 0.237952 0.878390 56.100000 80.300213 31.971417 910.050000
447 10 2 -0.641732 0.645268 56.100000 80.300213 31.971417 910.050000
448 10 2 -0.879685 -0.233123 56.100000 80.300213 31.971417 910.050000
449 10 2 -0.237952 -0.878390 56.100000 80.300213 31.971417 910.050000
450 10 2 0.641732 -0.645268 56.100000 80.300213 31.971417 910.050000
451 10 3 0.851207 0.321928 56.100000 80.300213 31.971417 910.050000
452 10 3 0.146806 0.898131 56.100000 80.300213 31.971417 910.050000
453 10 3 -0.704401 0.576203 56.100000 80.300213 31.971417 910.050000
454 10 3 -0.851207 -0.321928 56.100000 80.300213 31.971417 910.050000
455 10 3 -0.146806 -0.898131 56.100000 80.300213 31.971417 910.050000
456 10 3 0.704401 -0.576203 56.100000 80.300213 31.971417 910.050000
457 10 4 0.813791 0.407352 56.100000 80.300213 31.971417 910.050000
458 10 4 0.054118 0.908439 56.100000 80.300213 31.971417 910.050000
459 10 4 -0.759673 0.501087 56.100000 80.300213 31.971417 910.050000
460 10 4 -0.813791 -0.407352 56.100000 80.300213 31.971417 910.050000
461 10 4 -0.054118 -0.908439 56.100000 80.300213 31.971417 910.050000
462 10 4 0.759673 -0.501087 56.100000 80.300213 31.971417 910.050000
463 10 5 0.767828 0.488499 56.100000 80.300213 31.971417 910.050000
464 10 5 -0.039138 0.909208 56.100000 80.300213 31.971417 910.050000
465 10 5 -0.806966 0.420709 56.100000 80.300213 31.971417 910.050000
466 10 5 -0.767828 -0.488499 56.100000 80.300213 31.971417 910.050000
467 10 5 0.039138 -0.909208 56.100000 80.300213 31.971417 910.050000
468 10 5 0.806966 -0.420709 56.100000 80.300213 31.971417 910.050000
469 10 6 0.713802 0.564515 56.100000 80.300213 31.971417 910.050000
470 10 6 -0.131983 0.900428 56.100000 80.300213 31.971417 910.050000
471 10 6 -0.845786 0.335913 56.100000 80.300213 31.971417 910.050000
472 10 6 -0.713802 -0.564515 56.100000 80.300213 31.971417 910.050000
473 10 6 0.131983 -0.900428 56.100000 80.300213 31.971417 910.050000
474 10 6 0.845786 -0.335913 56.100000 80.300213 31.971417 910.050000
475 10 7 0.652280 0.634603 56.100000 80.300213 31.971417 910.050000
476 10 7 -0.223442 0.882193 56.100000 80.300213 31.971417 910.050000
477 10 7 -0.875723 0.247590 56.100000 80.300213 31.971417 910.050000
478 10 7 -0.652280 -0.634603 56.100000 80.300213 31.971417 910.050000
479 10 7 0.223442 -0.882193 56.100000 80.300213 31.971417 910.050000
480 10 7 0.875723 -0.247590 56.100000 80.300213 31.971417 910.050000
481 10 8 0.583908 0.698027 56.100000 80.300213 31.971417 910.050000
482 10 8 -0.312555 0.854693 56.100000 80.300213 31.971417 910.050000
483 10 8 -0.896463 0.156666 56.100000 80.300213 31.971417 910.050000
484 10 8 -0.583908 -0.698027 56.100000 80.300213 31.971417 910.050000
485 10 8 0.312555 -0.854693 56.100000 80.300213 31.971417 910.050000
486 10 8 0.896463 -0.156666 56.100000 80.300213 31.971417 910.050000
487 10 9 0.509405 0.754121 56.100000 80.300213 31.971417 910.050000
488 10 9 -0.398385 0.818218 56.100000 80.300213 31.971417 910.050000
489 10 9 -0.907790 0.064097 56.100000 80.300213 31.971417 910.050000
490 10 9 -0.509405 -0.754121 56.100000 80.300213 31.971417 910.050000
491 10 9 0.398385 -0.818218 56.100000 80.300213 31.971417 910.050000
492 10 9 0.907790 -0.064097 56.100000 80.300213 31.971417 910.050000
493 11 0 0.970738 0.052376 56.100000 86.803310 29.937169 972.150000
494 11 0 0.440010 0.866872 56.100000 86.803310 29.937169 972.150000
495 11 0 -0.530728 0.814496 56.100000 86.803310 29.937169 972.150000
496 11 0 -0.970738 -0.052376 56.100000 86.803310 29.937169 972.150000
497 11 0 -0.440010 -0.866872 56.100000 86.803310 29.937169 972.150000
498 11 0 0.530728 -0.814496 56.100000 86.803310 29.937169 972.150000
499 11 1 0.960259 0.151584 56.100000 86.803310 29.937169 972.150000
500 11 1 0.348854 0.907401 56.100000 86.803310 29.937169 972.150000
501 11 1 -0.611405 0.755817 56.100000 86.803310 29.937169 972.150000
502 11 1 -0.960259 -0.151584 56.100000 86.803310 29.937169 972.150000
503 11 1 -0.348854 -0.907401 56.100000 86.803310 29.937169 972.150000
504 11 1 0.611405 -0.755817 56.100000 86.803310 29.937169 972.150000
505 11 2 0.939669 0.249195 56.100000 86.803310 29.937169 972.150000
506 11 2 0.254025 0.938375 56.100000 86.803310 29.937169 972.150000
507 11 2 -0.685644 0.689179 56.100000 86.803310 29.937169 972.150000
508 11 2 -0.939669 -0.249195 56.100000 86.803310 29.937169 972.150000
509 11 2 -0.254025 -0.938375 56.100000 86.803310 29.937169 972.150000
510 11 2 0.685644 -0.689179 56.100000 86.803310 29.937169 972.150000
511 11 3 0.909183 0.344183 56.100000 86.803310 29.937169 972.150000
512 11 3 0.156521 0.959467 56.100000 86.803310 29.937169 972.150000
513 11 3 -0.752662 0.615284 56.100000 86.803310 29.937169 972.150000
514 11 3 -0.909183 -0.344183 56.100000 86.803310 29.937169 972.150000
515 11 3 -0.156521 -0.959467 56.100000 86.803310 29.937169 972.150000
516 11 3 0.752662 -0.615284 56.100000 86.803310 29.937169 972.150000
517 11 4 0.869124 0.435545 56.100000 86.803310 29.937169 972.150000
518 11 4 0.057368 0.970456 56.100000 86.803310 29.937169 972.150000
519 11 4 -0.811755 0.534910 56.100000 86.803310 29.937169 972.150000
520 11 4 -0.869124 -0.435545 56.100000 86.803310 29.937169 972.150000
521 11 4 -0.057368 -0.970456 56.100000 86.803310 29.937169 972.150000
522 11 4 0.811755 -0.534910 56.100000 86.803310 29.937169 972.150000
523 11 5 0.819912 0.522322 56.100000 86.803310 29.937169 972.150000
524 11 5 -0.042388 0.971225 56.100000 86.803310 29.937169 972.150000
525 11 5 -0.862300 0.448903 56.100000 86.803310 29.937169 972.150000
526 11 5 -0.819912 -0.522322 56.100000 86.803310 29.937169 972.150000
527 11 5 0.042388 -0.971225 56.100000 86.803310 29.937169 972.150000
528 11 5 0.862300 -0.448903 56.100000 86.803310 29.937169 972.150000
529 11 6 0.762066 0.603598 56.100000 86.803310 29.937169 972.150000
530 11 6 -0.141698 0.961768 56.100000 86.803310 29.937169 972.150000
531 11 6 -0.903764 0.358169 56.100000 86.803310 29.937169 972.150000
532 11 6 -0.762066 -0.603598 56.100000 86.803310 29.937169 972.150000
533 11 6 0.141698 -0.961768 56.100000 86.803310 29.937169 972.150000
534 11 6 0.903764 -0.358169 56.100000 86.803310 29.937169 972.150000
535 11 7 0.696196 0.678518 56.100000 86.803310 29.937169 972.150000
536 11 7 -0.239516 0.942182 56.100000 86.803310 29.937169 972.150000
537 11 7 -0.935712 0.263664 56.100000 86.803310 29.937169 972.150000
538 11 7 -0.696196 -0.678518 56.100000 86.803310 29.937169 972.150000
539 11 7 0.239516 -0.942182 56.100000 86.803310 29.937169 972.150000
540 11 7 0.935712 -0.263664 56.100000 86.803310 29.937169 972.150000
541 11 8 0.622994 0.746294 56.100000 86.803310 29.937169 972.150000
542 11 8 -0.334812 0.912675 56.100000 86.803310 29.937169 972.150000
543 11 8 -0.957806 0.166382 56.100000 86.803310 29.937169 972.150000
544 11 8 -0.622994 -0.746294 56.100000 86.803310 29.937169 972.150000
545 11 8 0.334812 -0.912675 56.100000 86.803310 29.937169 972.150000
546 11 8 0.957806 -0.166382 56.100000 86.803310 29.937169 972.150000
547 11 9 0.543232 0.806210 56.100000 86.803310 29.937169 972.150000
548 11 9 -0.426582 0.873558 56.100000 86.803310 29.937169 972.150000
549 11 9 -0.969814 0.067348 56.100000 86.803310 29.937169 972.150000
550 11 9 -0.543232 -0.806210 56.100000 86.803310 29.937169 972.150000
551 11 9 0.426582 -0.873558 56.100000 86.803310 29.937169 972.150000
552 11 9 0.969814 -0.067348 56.100000 86.803310 29.937169 972.150000
553 12 0 1.033002 0.050801 56.100000 83.642188 28.147705 1034.250000
554 12 0 0.472506 0.920006 56.100000 83.642188 28.147705 1034.250000
555 12 0 -0.560495 0.869205 56.100000 83.642188 28.147705 1034.250000
556 12 0 -1.033002 -0.050801 56.100000 83.642188 28.147705 1034.250000
557 12 0 -0.472506 -0.920006 56.100000 83.642188 28.147705 1034.250000
558 12 0 0.560495 -0.869205 56.100000 83.642188 28.147705 1034.250000
559 12 1 1.023755 0.146964 56.100000 83.642188 28.147705 1034.250000
560 12 1 0.384603 0.960080 56.100000 83.642188 28.147705 1034.250000
561 12 1 -0.639152 0.813116 56.100000 83.642188 28.147705 1034.250000
562 12 1 -1.023755 -0.146964 56.100000 83.642188 28.147705 1034.250000
563 12 1 -0.384603 -0.960080 56.100000 83.642188 28.147705 1034.250000
564 12 1 0.639152 -0.813116 56.100000 83.642188 28.147705 1034.250000
565 12 2 1.005576 0.241845 56.100000 83.642188 28.147705 1034.250000
566 12 2 0.293344 0.991777 56.100000 83.642188 28.147705 1034.250000
567 12 2 -0.712232 0.749932 56.100000 83.642188 28.147705 1034.250000
568 12 2 -1.005576 -0.241845 56.100000 83.642188 28.147705 1034.250000
569 12 2 -0.293344 -0.991777 56.100000 83.642188 28.147705 1034.250000
570 12 2 0.712232 -0.749932 56.100000 83.642188 28.147705 1034.250000
571 12 3 0.978624 0.334617 56.100000 83.642188 28.147705 1034.250000
572 12 3 0.199526 1.014821 56.100000 83.642188 28.147705 1034.250000
573 12 3 -0.779098 0.680205 56.100000 83.642188 28.147705 1034.250000
574 12 3 -0.978624 -0.334617 56.100000 83.642188 28.147705 1034.250000
575 12 3 -0.199526 -1.014821 56.100000 83.642188 28.147705 1034.250000
576 12 3 0.779098 -0.680205 56.100000 83.642188 28.147705 1034.250000
577 12 4 0.943133 0.424468 56.100000 83.642188 28.147705 1034.250000
578 12 4 0.103966 1.029011 56.100000 83.642188 28.147705 1034.250000
579 12 4 -0.839167 0.604543 56.100000 83.642188 28.147705 1034.250000
580 12 4 -0.943133 -0.424468 56.100000 83.642188 28.147705 1034.250000
581 12 4 -0.103966 -1.029011 56.100000 83.642188 28.147705 1034.250000
582 12 4 0.839167 -0.604543 56.100000 83.642188 28.147705 1034.250000
583 12 5 0.899413 0.510616 56.100000 83.642188 28.147705 1034.250000
584 12 5 0.007500 1.034223 56.100000 83.642188 28.147705 1034.250000
585 12 5 -0.891913 0.523607 56.100000 83.642188 28.147705 1034.250000
586 12 5 -0.899413 -0.510616 56.100000 83.642188 28.147705 1034.250000
587 12 5 -0.007500 -1.034223 56.100000 83.642188 28.147705 1034.250000
588 12 5 0.891913 -0.523607 56.100000 83.642188 28.147705 1034.250000
589 12 6 0.847846 0.592309 56.100000 83.642188 28.147705 1034.250000
590 12 6 -0.089032 1.030411 56.100000 83.642188 28.147705 1034.250000
591 12 6 -0.936878 0.438102 56.100000 83.642188 28.147705 1034.250000
592 12 6 -0.847846 -0.592309 56.100000 83.642188 28.147705 1034.250000
593 12 6 0.089032 -1.030411 56.100000 83.642188 28.147705 1034.250000
594 12 6 0.936878 -0.438102 56.100000 83.642188 28.147705 1034.250000
595 12 7 0.788881 0.668834 56.100000 83.642188 28.147705 1034.250000
596 12 7 -0.184787 1.017608 56.100000 83.642188 28.147705 1034.250000
597 12 7 -0.973668 0.348774 56.100000 83.642188 28.147705 1034.250000
598 12 7 -0.788881 -0.668834 56.100000 83.642188 28.147705 1034.250000
599 12 7 0.184787 -1.017608 56.100000 83.642188 28.147705 1034.250000
600 12 7 0.973668 -0.348774 56.100000 83.642188 28.147705 1034.250000
601 12 8 0.723034 0.739524 56.100000 83.642188 28.147705 1034.250000
602 12 8 -0.278930 0.995927 56.100000 83.642188 28.147705 1034.250000
603 12 8 -1.001963 0.256404 56.100000 83.642188 28.147705 1034.250000
604 12 8 -0.723034 -0.739524 56.100000 83.642188 28.147705 1034.250000
605 12 8 0.278930 -0.995927 56.100000 83.642188 28.147705 1034.250000
606 12 8 1.001963 -0.256404 56.100000 83.642188 28.147705 1034.250000
607 12 9 0.650877 0.803761 56.100000 83.642188 28.147705 1034.250000
608 12 9 -0.370639 0.965557 56.100000 83.642188 28.147705 1034.250000
609 12 9 -1.021516 0.161796 56.100000 83.642188 28.147705 1034.250000
610 12 9 -0.650877 -0.803761 56.100000 83.642188 28.147705 1034.250000
611 12 9 0.370639 -0.965557 56.100000 83.642188 28.147705 1034.250000
612 12 9 1.021516 -0.161796 56.100000 83.642188 28.147705 1034.250000
613 12 10 0.573042 0.860985 56.100000 83.642188 28.147705 1034.250000
614 12 10 -0.459114 0.926762 56.100000 83.642188 28.147705 1034.250000
615 12 10 -1.032156 0.065777 56.100000 83.642188 28.147705 1034.250000
616 12 10 -0.573042 -0.860985 56.100000 83.642188 28.147705 1034.250000
617 12 10 0.459114 -0.926762 56.100000 83.642188 28.147705 1034.250000
618 12 10 1.032156 -0.065777 56.100000 83.642188 28.147705 1034.250000
619 13 0 1.095233 0.049487 56.100000 81.007920 26.561427 1096.350000
620 13 0 0.504759 0.973243 56.100000 81.007920 26.561427 1096.350000
621 13 0 -0.590473 0.923756 56.100000 81.007920 26.561427 1096.350000
622 13 0 -1.095233 -0.049487 56.100000 81.007920 26.561427 1096.350000
623 13 0 -0.504759 -0.973243 56.100000 81.007920 26.561427 1096.350000
624 13 0 0.590473 -0.923756 56.100000 81.007920 26.561427 1096.350000
625 13 1 1.086971 0.143102 56.100000 81.007920 26.561427 1096.350000
626 13 1 0.419555 1.012895 56.100000 81.007920 26.561427 1096.350000
627 13 1 -0.667416 0.869793 56.100000 81.007920 26.561427 1096.350000
628 13 1 -1.086971 -0.143102 56.100000 81.007920 26.561427 1096.350000
629 13 1 -0.419555 -1.012895 56.100000 81.007920 26.561427 1096.350000
630 13 1 0.667416 -0.869793 56.100000 81.007920 26.561427 1096.350000
631 13 2 1.070722 0.235666 56.100000 81.007920 26.561427 1096.350000
632 13 2 0.331268 1.045105 56.100000 81.007920 26.561427 1096.350000
633 13 2 -0.739454 0.809439 56.100000 81.007920 26.561427 1096.350000
634 13 2 -1.070722 -0.235666 56.100000 81.007920 26.561427 1096.350000
635 13 2 -0.331268 -1.045105 56.100000 81.007920 26.561427 1096.350000
636 13 2 0.739454 -0.809439 56.100000 81.007920 26.561427 1096.350000
637 13 3 1.046605 0.326498 56.100000 81.007920 26.561427 1096.350000
638 13 3 0.240547 1.069636 56.100000 81.007920 26.561427 1096.350000
639 13 3 -0.806058 0.743137 56.100000 81.007920 26.561427 1096.350000
640 13 3 -1.046605 -0.326498 56.100000 81.007920 26.561427 1096.350000
641 13 3 -0.240547 -1.069636 56.100000 81.007920 26.561427 1096.350000
642 13 3 0.806058 -0.743137 56.100000 81.007920 26.561427 1096.350000
643 13 4 1.014798 0.414931 56.100000 81.007920 26.561427 1096.350000
644 13 4 0.148058 1.086307 56.100000 81.007920 26.561427 1096.350000
645 13 4 -0.866740 0.671375 56.100000 81.007920 26.561427 1096.350000
646 13 4 -1.014798 -0.414931 56.100000 81.007920 26.561427 1096.350000
647 13 4 -0.148058 -1.086307 56.100000 81.007920 26.561427 1096.350000
648 13 4 0.866740 -0.671375 56.100000 81.007920 26.561427 1096.350000
649 13 5 0.975535 0.500315 56.100000 81.007920 26.561427 1096.350000
650 13 5 0.054482 1.094995 56.100000 81.007920 26.561427 1096.350000
651 13 5 -0.921053 0.594680 56.100000 81.007920 26.561427 1096.350000
652 13 5 -0.975535 -0.500315 56.100000 81.007920 26.561427 1096.350000
653 13 5 -0.054482 -1.094995 56.100000 81.007920 26.561427 1096.350000
654 13 5 0.921053 -0.594680 56.100000 81.007920 26.561427 1096.350000
655 13 6 0.929103 0.582023 56.100000 81.007920 26.561427 1096.350000
656 13 6 -0.039495 1.095638 56.100000 81.007920 26.561427 1096.350000
657 13 6 -0.968598 0.513615 56.100000 81.007920 26.561427 1096.350000
658 13 6 -0.929103 -0.582023 56.100000 81.007920 26.561427 1096.350000
659 13 6 0.039495 -1.095638 56.100000 81.007920 26.561427 1096.350000
660 13 6 0.968598 -0.513615 56.100000 81.007920 26.561427 1096.350000
661 13 7 0.875844 0.659454 56.100000 81.007920 26.561427 1096.350000
662 13 7 -0.133182 1.088231 56.100000 81.007920 26.561427 1096.350000
663 13 7 -1.009026 0.428776 56.100000 81.007920 26.561427 1096.350000
664 13 7 -0.875844 -0.659454 56.100000 81.007920 26.561427 1096.350000
665 13 7 0.133182 -1.088231 56.100000 81.007920 26.561427 1096.350000
666 13 7 1.009026 -0.428776 56.100000 81.007920 26.561427 1096.350000
667 13 8 0.816150 0.732040 56.100000 81.007920 26.561427 1096.350000
668 13 8 -0.225890 1.072827 56.100000 81.007920 26.561427 1096.350000
669 13 8 -1.042040 0.340787 56.100000 81.007920 26.561427 1096.350000
670 13 8 -0.816150 -0.732040 56.100000 81.007920 26.561427 1096.350000
671 13 8 0.225890 -1.072827 56.100000 81.007920 26.561427 1096.350000
672 13 8 1.042040 -0.340787 56.100000 81.007920 26.561427 1096.350000
673 13 9 0.750459 0.799247 56.100000 81.007920 26.561427 1096.350000
674 13 9 -0.316939 1.049540 56.100000 81.007920 26.561427 1096.350000
675 13 9 -1.067397 0.250293 56.100000 81.007920 26.561427 1096.350000
676 13 9 -0.750459 -0.799247 56.100000 81.007920 26.561427 1096.350000
677 13 9 0.316939 -1.049540 56.100000 81.007920 26.561427 1096.350000
678 13 9 1.067397 -0.250293 56.100000 81.007920 26.561427 1096.350000
679 13 10 0.679253 0.860580 56.100000 81.007920 26.561427 1096.350000
680 13 10 -0.405658 1.018541 56.100000 81.007920 26.561427 1096.350000
681 13 10 -1.084911 0.157960 56.100000 81.007920 26.561427 1096.350000
682 13 10 -0.679253 -0.860580 56.100000 81.007920 26.561427 1096.350000
683 13 10 0.405658 -1.018541 56.100000 81.007920 26.561427 1096.350000
684 13 10 1.084911 -0.157960 56.100000 81.007920 26.561427 1096.350000
685 13 11 0.603056 0.915591 56.100000 81.007920 26.561427 1096.350000
686 13 11 -0.491397 0.980057 56.100000 81.007920 26.561427 1096.350000
687 13 11 -1.094453 0.064467 56.100000 81.007920 26.561427 1096.350000
688 13 11 -0.603056 -0.915591 56.100000 81.007920 26.561427 1096.350000
689 13 11 0.491397 -0.980057 56.100000 81.007920 26.561427 1096.350000
690 13 11 1.094453 -0.064467 56.100000 81.007920 26.561427 1096.350000
691 14 0 1.157274 0.052196 56.100000 86.427167 25.145660 1158.450000
692 14 0 0.533434 1.028326 56.100000 86.427167 25.145660 1158.450000
693 14 0 -0.623840 0.976130 56.100000 86.427167 25.145660 1158.450000
694 14 0 -1.157274 -0.052196 56.100000 86.427167 25.145660 1158.450000
695 14 0 -0.533434 -1.028326 56.100000 86.427167 25.145660 1158.450000
696 14 0 0.623840 -0.976130 56.100000 86.427167 25.145660 1158.450000
697 14 1 1.148539 0.151208 56.100000 86.427167 25.145660 1158.450000
698 14 1 0.443320 1.070268 56.100000 86.427167 25.145660 1158.450000
699 14 1 -0.705220 0.919060 56.100000 86.427167 25.145660 1158.450000
700 14 1 -1.148539 -0.151208 56.100000 86.427167 25.145660 1158.450000
701 14 1 -0.443320 -1.070268 56.100000 86.427167 25.145660 1158.450000
702 14 1 0.705220 -0.919060 56.100000 86.427167 25.145660 1158.450000
703 14 2 1.131350 0.249107 56.100000 86.427167 25.145660 1158.450000
704 14 2 0.349942 1.104331 56.100000 86.427167 25.145660 1158.450000
705 14 2 -0.781408 0.855224 56.100000 86.427167 25.145660 1158.450000
706 14 2 -1.131350 -0.249107 56.100000 86.427167 25.145660 1158.450000
707 14 2 -0.349942 -1.104331 56.100000 86.427167 25.145660 1158.450000
708 14 2 0.781408 -0.855224 56.100000 86.427167 25.145660 1158.450000
709 14 3 1.105831 0.345172 56.100000 86.427167 25.145660 1158.450000
710 14 3 0.253988 1.130264 56.100000 86.427167 25.145660 1158.450000
711 14 3 -0.851843 0.785092 56.100000 86.427167 25.145660 1158.450000
712 14 3 -1.105831 -0.345172 56.100000 86.427167 25.145660 1158.450000
713 14 3 -0.253988 -1.130264 56.100000 86.427167 25.145660 1158.450000
714 14 3 0.851843 -0.785092 56.100000 86.427167 25.145660 1158.450000
715 14 4 1.072172 0.438696 56.100000 86.427167 25.145660 1158.450000
716 14 4 0.156164 1.147876 56.100000 86.427167 25.145660 1158.450000
717 14 4 -0.916008 0.709180 56.100000 86.427167 25.145660 1158.450000
718 14 4 -1.072172 -0.438696 56.100000 86.427167 25.145660 1158.450000
719 14 4 -0.156164 -1.147876 56.100000 86.427167 25.145660 1158.450000
720 14 4 0.916008 -0.709180 56.100000 86.427167 25.145660 1158.450000
721 14 5 1.030619 0.528990 56.100000 86.427167 25.145660 1158.450000
722 14 5 0.057190 1.157037 56.100000 86.427167 25.145660 1158.450000
723 14 5 -0.973429 0.628047 56.100000 86.427167 25.145660 1158.450000
724 14 5 -1.030619 -0.528990 56.100000 86.427167 25.145660 1158.450000
725 14 5 -0.057190 -1.157037 56.100000 86.427167 25.145660 1158.450000
726 14 5 0.973429 -0.628047 56.100000 86.427167 25.145660 1158.450000
727 14 6 0.981479 0.615390 56.100000 86.427167 25.145660 1158.450000
728 14 6 -0.042204 1.157681 56.100000 86.427167 25.145660 1158.450000
729 14 6 -1.023683 0.542291 56.100000 86.427167 25.145660 1158.450000
730 14 6 -0.981479 -0.615390 56.100000 86.427167 25.145660 1158.450000
731 14 6 0.042204 -1.157681 56.100000 86.427167 25.145660 1158.450000
732 14 6 1.023683 -0.542291 56.100000 86.427167 25.145660 1158.450000
733 14 7 0.925113 0.697260 56.100000 86.427167 25.145660 1158.450000
734 14 7 -0.141288 1.149802 56.100000 86.427167 25.145660 1158.450000
735 14 7 -1.066402 0.452542 56.100000 86.427167 25.145660 1158.450000
736 14 7 -0.925113 -0.697260 56.100000 86.427167 25.145660 1158.450000
737 14 7 0.141288 -1.149802 56.100000 86.427167 25.145660 1158.450000
738 14 7 1.066402 -0.452542 56.100000 86.427167 25.145660 1158.450000
739 14 8 0.861937 0.773996 56.100000 86.427167 25.145660 1158.450000
740 14 8 -0.239332 1.133458 56.100000 86.427167 25.145660 1158.450000
741 14 8 -1.101269 0.359461 56.100000 86.427167 25.145660 1158.450000
742 14 8 -0.861937 -0.773996 56.100000 86.427167 25.145660 1158.450000
743 14 8 0.239332 -1.133458 56.100000 86.427167 25.145660 1158.450000
744 14 8 1.101269 -0.359461 56.100000 86.427167 25.145660 1158.450000
745 14 9 0.792416 0.845035 56.100000 86.427167 25.145660 1158.450000
746 14 9 -0.335614 1.108770 56.100000 86.427167 25.145660 1158.450000
747 14 9 -1.128029 0.263735 56.100000 86.427167 25.145660 1158.450000
748 14 9 -0.792416 -0.845035 56.100000 86.427167 25.145660 1158.450000
